Airline,Source,Destination,Duration,stops,class,departure time,arrival time,Price,Date
Multiple Airlines,LAX,IST,24h 10m,2 stops,business,11:10,21:20+1,"AED 17,501 ",2024-06-17 
Icelandair,PAR,LAX,17h 50m,2 stops,business,14:10,23:00,"AED 7,142 ",2024-06-13 
ITA Airways,PAR,CMN,7h 05m,1 stop,business,13:55,20:00,"AED 2,860",2024-07-08
Egypt Air,IST,CMN,10h 00m,1 stop,economy,04:30,12:30,"AED 1,384 ",2024-06-10 
Delta,LAX,CMN,19h 15m,2 stops,economy,06:00,09:15+1,"AED 5,157 ",2024-06-10 
British Airways,PAR,LAX,16h 20m,1 stop,economy,06:50,14:10,"AED 1,505 ",2024-06-09 
TAROM,PAR,IST,5h 05m,1 stop,business,16:20,22:25,"AED 4,470",2024-07-02
Turkish Airlines,CMN,IST,4h 25m,direct,business,10:15,16:40,"AED 5,577 ",2024-06-09 
Air Serbia,IST,PAR,5h 45m,1 stop,business,04:30,09:15,"AED 1,127 ",2024-06-08 
United Airlines,NRT,LAX,10h 00m,direct,economy,17:00,11:00,"AED 6,600 ",2024-06-24 
Egypt Air,IST,CMN,15h 00m,1 stop,business,00:30,13:30,"AED 5,024 ",2024-06-22 
Lufthansa,PAR,IST,5h 50m,1 stop,economy,14:30,21:20,"AED 1,424",2024-07-03
Air Canada,CMN,LAX,22h 00m,2 stops,business,08:50,22:50,"AED 8,140",2024-07-01
WestJet,NRT,LAX,17h 35m,2 stops,economy,18:30,20:05,"AED 3,370 ",2024-06-23 
ANA,LAX,NRT,14h 50m,1 stop,business,08:00,14:50+1,"AED 16,360 ",2024-06-09 
Qatar Airways,NRT,CMN,29h 10m,2 stops,economy,10:20,07:30+1,"AED 3,410 ",2024-06-05 
WestJet,LAX,PAR,54h 30m,2 stops,business,21:00,12:30+3,"AED 10,540 ",2024-06-07 
Multiple Airlines,PAR,LAX,20h 17m,2 stops,business,11:30,22:47,"AED 11,721",2024-06-30
ITA Airways,PAR,CMN,10h 15m,2 stops,economy,10:45,20:00,"AED 1,570",2024-06-29
KLM,LAX,IST,16h 50m,1 stop,economy,13:40,16:30+1,"AED 3,110",2024-07-01
China Eastern,NRT,CMN,29h 55m,2 stops,business,16:55,14:50+1,"AED 8,180 ",2024-06-24 
Lufthansa,IST,CMN,8h 30m,1 stop,economy,17:55,00:25+1,"AED 2,138 ",2024-06-15 
Turkish Airlines,IST,PAR,3h 40m,direct,business,06:50,09:30,"AED 3,935 ",2024-06-25 
Korean Air,NRT,IST,32h 20m,1 stop,business,17:20,19:40+1,"AED 7,970",2024-07-04
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,18:30,20:40,"AED 1,878",2024-07-04
Lufthansa,PAR,CMN,6h 55m,1 stop,business,18:30,00:25+1,"AED 4,570 ",2024-06-08 
Qatar Airways,CMN,NRT,32h 35m,2 stops,business,14:10,06:45+2,"AED 10,890 ",2024-06-17 
Delta,LAX,PAR,14h 10m,1 stop,business,13:05,12:15+1,"AED 26,486 ",2024-06-16 
Air France,PAR,CMN,3h 05m,direct,economy,07:10,09:15,"AED 1,154 ",2024-06-07 
Royal Air Maroc,CMN,IST,9h 35m,1 stop,economy,03:00,14:35,"AED 1,580",2024-07-07
Turkish Airlines,CMN,LAX,32h 45m,1 stop,business,16:45,17:30+1,"AED 8,290 ",2024-05-29 
Egypt Air,IST,CMN,20h 55m,1 stop,business,18:35,13:30+1,"AED 5,070",2024-06-27
Cathay Pacific,NRT,LAX,20h 05m,1 stop,economy,18:30,22:35,"AED 4,790",2024-06-28
WestJet,NRT,LAX,19h 21m,1 stop,business,18:30,21:51,"AED 10,441 ",2024-06-23 
Qatar Airways,NRT,CMN,31h 30m,2 stops,economy,14:50,14:20+1,"AED 4,380",2024-07-08
Qatar Airways,CMN,NRT,26h 10m,2 stops,business,20:50,07:00+2,"AED 15,300",2024-07-06
EVA Air,NRT,LAX,17h 55m,1 stop,economy,14:25,16:20,"AED 2,931 ",2024-06-17 
Air China,NRT,IST,22h 45m,1 stop,business,15:15,08:00+1,"AED 7,434 ",2024-06-08 
Iberia,PAR,CMN,5h 25m,1 stop,business,10:10,14:35,"AED 1,682 ",2024-06-07 
Qatar Airways,NRT,IST,19h 15m,1 stop,economy,22:30,11:45+1,"AED 2,840 ",2024-06-10 
Egypt Air,IST,CMN,24h 30m,1 stop,economy,14:00,12:30+1,"AED 1,307 ",2024-06-10 
WestJet,NRT,LAX,14h 46m,1 stop,business,18:30,17:16,"AED 7,300",2024-07-01
Delta,LAX,CMN,17h 10m,1 stop,economy,13:40,14:50+1,"AED 4,058",2024-07-07
Austrian Airlines,PAR,NRT,18h 45m,1 stop,economy,07:05,08:50+1,"AED 5,264 ",2024-05-30 
Qatar Airways,IST,LAX,21h 20m,1 stop,economy,20:05,07:25+1,"AED 2,440",2024-07-05
SWISS,PAR,NRT,16h 05m,1 stop,business,09:45,08:50+1,"AED 14,739",2024-06-26
ITA Airways,PAR,CMN,14h 50m,1 stop,business,06:10,20:00,"AED 2,850 ",2024-06-25 
Delta,LAX,IST,18h 20m,2 stops,business,12:10,16:30+1,"AED 23,189 ",2024-06-24 
Lufthansa,LAX,IST,16h 05m,1 stop,economy,14:55,17:00+1,"AED 4,084 ",2024-06-02 
Transavia France,CMN,PAR,3h 00m,direct,economy,17:45,21:45,AED 438,2024-06-24
Turkish Airlines,NRT,IST,13h 10m,direct,economy,10:35,17:45,"AED 2,730 ",2024-05-29 
ANA,LAX,NRT,11h 15m,direct,business,11:25,14:40+1,"AED 16,360 ",2024-06-18 
Delta,IST,LAX,19h 20m,1 stop,business,06:45,16:05,"AED 18,917 ",2024-06-25 
Multiple Airlines,IST,LAX,24h 18m,2 stops,business,06:10,20:28,"AED 14,621 ",2024-06-09 
Egypt Air,CMN,IST,14h 50m,1 stop,business,00:45,17:35,"AED 3,773",2024-07-01
Air Canada,IST,LAX,31h 02m,2 stops,business,14:00,11:02+1,"AED 7,869",2024-06-27
LOT,NRT,PAR,18h 15m,1 stop,economy,22:35,09:50+1,"AED 2,696 ",2024-06-10 
Tunisair,CMN,IST,17h 30m,1 stop,business,02:00,21:30,"AED 2,472",2024-07-03
British Airways,IST,PAR,10h 20m,1 stop,business,13:15,22:35,"AED 1,853 ",2024-06-15 
Egypt Air,CMN,IST,8h 35m,1 stop,economy,13:30,00:05+1,"AED 4,111 ",2024-06-17 
KLM,PAR,IST,5h 55m,1 stop,economy,10:15,17:10,"AED 1,337 ",2024-06-21 
Lufthansa,PAR,IST,6h 05m,1 stop,economy,09:55,17:00,"AED 1,560",2024-07-07
Transavia France,PAR,IST,3h 45m,direct,economy,09:50,14:35,AED 925,2024-06-25
SWISS,PAR,NRT,29h 05m,2 stops,business,20:45,08:50+2,"AED 18,004 ",2024-06-23 
United Airlines,NRT,LAX,10h 15m,direct,business,16:55,11:10,"AED 22,900 ",2024-06-01 
Aer Lingus,PAR,LAX,14h 10m,1 stop,business,13:20,18:30,"AED 14,916",2024-07-02
Air Arabia Maroc,IST,CMN,5h 00m,direct,economy,00:10,03:10,AED 985,2024-06-25
Lufthansa,PAR,NRT,23h 40m,2 stops,economy,09:00,15:40+1,"AED 5,340",2024-06-29
JetBlue,LAX,PAR,15h 10m,1 stop,business,09:05,09:15+1,"AED 15,376",2024-06-28
LOT,IST,LAX,17h 30m,1 stop,economy,07:05,14:35,"AED 2,262 ",2024-06-22 
Ajet,IST,PAR,3h 55m,direct,economy,08:35,11:30,AED 377,2024-06-03
Korean Air,LAX,NRT,16h 35m,1 stop,economy,12:30,21:05+1,"AED 5,190 ",2024-06-12 
Qatar Airways,IST,NRT,16h 50m,1 stop,business,20:05,18:55+1,"AED 15,180",2024-07-04
Asiana Airlines,NRT,LAX,18h 40m,1 stop,business,13:20,16:00,"AED 9,600 ",2024-05-30 
Royal Air Maroc,CMN,IST,4h 25m,direct,business,10:15,16:40,"AED 3,341",2024-07-03
Asiana Airlines,LAX,NRT,16h 20m,1 stop,economy,12:40,21:00+1,"AED 3,230",2024-07-05
ANA,NRT,LAX,10h 00m,direct,business,17:00,11:00,"AED 22,930 ",2024-06-01 
Lufthansa,IST,CMN,8h 30m,1 stop,economy,17:55,00:25+1,"AED 1,963 ",2024-05-30 
Delta,LAX,CMN,19h 05m,2 stops,business,11:45,14:50+1,"AED 15,609 ",2024-06-24 
Delta,LAX,IST,18h 50m,2 stops,business,11:15,16:05+1,"AED 26,042 ",2024-05-30 
Egypt Air,IST,CMN,19h 55m,1 stop,economy,18:35,12:30+1,"AED 2,285 ",2024-06-16 
Korean Air,LAX,NRT,16h 35m,1 stop,economy,12:30,21:05+1,"AED 4,920 ",2024-06-17 
Turkish Airlines,IST,NRT,11h 05m,direct,business,15:50,08:55+1,"AED 20,240",2024-07-07
Vietnam Airlines,NRT,PAR,28h 15m,1 stop,economy,09:30,06:45+1,"AED 1,850 ",2024-06-06 
Turkish Airlines,NRT,IST,13h 10m,direct,economy,10:35,17:45,"AED 2,730",2024-06-27
Turkish Airlines,IST,CMN,4h 55m,direct,business,11:55,14:50,"AED 4,905 ",2024-06-18 
ANA,LAX,NRT,11h 15m,direct,economy,11:25,14:40+1,"AED 4,950 ",2024-06-12 
Qatar Airways,LAX,IST,29h 25m,1 stop,business,14:55,06:20+2,"AED 16,830 ",2024-06-02 
ANA,NRT,LAX,10h 00m,direct,business,17:00,11:00,"AED 13,070 ",2024-06-18 
Qatar Airways,IST,NRT,16h 50m,1 stop,business,20:05,18:55+1,"AED 15,440 ",2024-06-09 
Qatar Airways,NRT,CMN,45h 00m,2 stops,business,18:30,07:30+2,"AED 12,900 ",2024-06-03 
Delta,IST,LAX,19h 20m,1 stop,business,06:45,16:05,"AED 18,904 ",2024-06-11 
Asiana Airlines,LAX,NRT,20h 20m,1 stop,economy,23:00,11:20+2,"AED 3,750 ",2024-06-06 
SWISS,PAR,NRT,16h 05m,1 stop,economy,09:45,08:50+1,"AED 5,257 ",2024-06-14 
KLM,NRT,CMN,38h 00m,2 stops,business,11:20,17:20+1,"AED 15,356",2024-07-01
Garuda Indonesia,IST,NRT,23h 40m,1 stop,business,01:50,07:30+1,"AED 10,999 ",2024-06-12 
Cathay Pacific,NRT,PAR,22h 50m,1 stop,economy,15:45,07:35+1,"AED 3,008 ",2024-06-20 
Air Canada,LAX,NRT,26h 05m,1 stop,economy,20:45,14:50+2,"AED 2,100 ",2024-06-01 
Lufthansa,IST,LAX,20h 18m,2 stops,business,14:00,00:18+1,"AED 8,030 ",2024-06-12 
Korean Air,NRT,IST,32h 30m,1 stop,business,18:20,20:50+1,"AED 7,970 ",2024-06-14 
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,14:20,18:45,AED 660,2024-06-05
Delta,LAX,IST,18h 45m,2 stops,business,11:45,16:30+1,"AED 26,034 ",2024-06-11 
British Airways,IST,PAR,8h 45m,1 stop,business,13:15,21:00,"AED 1,790",2024-06-29
Lufthansa,CMN,LAX,23h 35m,1 stop,business,01:15,16:50,"AED 13,834 ",2024-06-17 
Emirates,NRT,IST,21h 55m,1 stop,economy,22:30,14:25+1,"AED 2,301",2024-06-27
Qatar Airways,CMN,NRT,38h 05m,1 stop,economy,20:50,18:55+2,"AED 3,577 ",2024-05-30 
Lufthansa,LAX,IST,16h 05m,1 stop,business,14:55,17:00+1,"AED 22,612",2024-07-05
United Airlines,IST,LAX,23h 17m,2 stops,economy,11:30,00:47+1,"AED 4,950 ",2024-06-18 
Qatar Airways,NRT,CMN,29h 10m,2 stops,economy,10:20,07:30+1,"AED 4,900",2024-07-04
Qatar Airways,CMN,NRT,26h 50m,2 stops,business,20:50,07:40+2,"AED 11,916 ",2024-06-10 
Korean Air,NRT,IST,17h 30m,1 stop,economy,09:20,20:50,"AED 3,580 ",2024-06-08 
Delta,LAX,PAR,14h 05m,1 stop,business,12:05,11:10+1,"AED 26,484 ",2024-06-08 
Delta,LAX,IST,18h 20m,2 stops,business,11:45,16:05+1,"AED 23,197 ",2024-06-24 
Turkish Airlines,IST,CMN,4h 55m,direct,economy,11:55,14:50,"AED 3,925 ",2024-06-14 
Korean Air,NRT,PAR,28h 05m,1 stop,economy,20:55,18:00+1,"AED 3,020 ",2024-06-23 
ANA,LAX,NRT,11h 45m,direct,business,12:45,16:30+1,"AED 28,490 ",2024-06-12 
Turkish Airlines,IST,PAR,3h 50m,direct,business,14:05,16:55,"AED 3,870 ",2024-06-04 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,13:15,15:20,"AED 1,172 ",2024-06-19 
Delta,LAX,CMN,18h 30m,1 stop,economy,18:30,21:00+1,"AED 5,254 ",2024-05-29 
Air Tahiti Nui,LAX,PAR,10h 35m,direct,economy,13:30,09:05+1,"AED 2,357 ",2024-06-24 
LOT,LAX,IST,21h 05m,1 stop,business,16:35,23:40+1,"AED 14,980 ",2024-06-22 
Qatar Airways,IST,LAX,32h 35m,1 stop,economy,08:50,07:25+1,"AED 2,530",2024-07-07
ANA,LAX,NRT,11h 15m,direct,economy,11:25,14:40+1,"AED 5,040",2024-06-28
Egypt Air,IST,CMN,10h 00m,1 stop,economy,04:30,12:30,"AED 1,382",2024-07-07
Egypt Air,CMN,IST,9h 50m,1 stop,business,01:10,13:00,"AED 3,318 ",2024-06-23 
Royal Air Maroc,CMN,IST,4h 40m,direct,economy,16:45,23:25,"AED 2,285 ",2024-06-24 
Lufthansa,IST,LAX,20h 45m,1 stop,economy,06:10,16:55,"AED 4,824",2024-06-29
Air China,NRT,PAR,34h 25m,1 stop,business,15:15,18:40+1,"AED 11,580",2024-05-31
Iberia,CMN,PAR,6h 55m,1 stop,business,15:50,23:45,"AED 3,370 ",2024-06-20 
Transavia France,PAR,IST,3h 50m,direct,economy,19:15,00:05+1,AED 427,2024-06-03
Air Serbia,PAR,IST,7h 35m,1 stop,business,10:05,18:40,"AED 2,673 ",2024-06-07 
Lufthansa,PAR,CMN,10h 55m,1 stop,business,14:30,00:25+1,"AED 3,570",2024-06-27
Qatar Airways,CMN,NRT,26h 50m,2 stops,business,20:50,07:40+2,"AED 10,990 ",2024-06-18 
KLM,LAX,IST,16h 15m,1 stop,economy,13:50,16:05+1,"AED 3,100 ",2024-06-12 
Pegasus Airlines,IST,CMN,8h 55m,1 stop,economy,10:55,17:50,"AED 1,656",2024-07-03
Delta,LAX,CMN,19h 40m,2 stops,business,11:10,14:50+1,"AED 14,099 ",2024-06-01 
Cathay Pacific,NRT,PAR,23h 25m,2 stops,economy,17:15,09:40+1,"AED 3,220",2024-07-07
Lufthansa,PAR,LAX,15h 55m,1 stop,economy,09:55,16:50,"AED 2,831 ",2024-06-17 
Air France,CMN,NRT,24h 10m,2 stops,economy,07:30,15:40+1,"AED 5,453 ",2024-06-01 
Lufthansa,CMN,LAX,19h 45m,1 stop,economy,01:15,13:00,"AED 4,661 ",2024-06-23 
LOT,IST,PAR,5h 55m,1 stop,business,13:55,18:50,"AED 2,280 ",2024-06-13 
Qatar Airways,NRT,IST,23h 15m,2 stops,business,18:30,11:45+1,"AED 14,410 ",2024-06-02 
Lufthansa,CMN,LAX,23h 40m,1 stop,economy,01:15,16:55,"AED 2,891 ",2024-06-12 
Air France,PAR,CMN,3h 10m,direct,economy,12:40,14:50,"AED 1,279",2024-06-27
SWISS,PAR,NRT,17h 15m,2 stops,business,08:35,08:50+1,"AED 15,021",2024-07-03
Turkish Airlines,PAR,IST,3h 40m,direct,economy,17:55,22:35,"AED 1,361 ",2024-06-10 
Air France,CMN,NRT,31h 15m,2 stops,economy,18:20,09:35+2,"AED 4,370 ",2024-06-11 
Turkish Airlines,PAR,IST,3h 40m,direct,economy,17:55,22:35,"AED 1,428 ",2024-06-20 
Multiple Airlines,LAX,CMN,34h 25m,2 stops,economy,06:00,00:25+2,"AED 3,269 ",2024-06-21 
Turkish Airlines,PAR,IST,3h 30m,direct,business,19:50,00:20+1,"AED 5,860 ",2024-06-23 
Hawaiian Airlines,LAX,NRT,17h 00m,1 stop,business,07:00,16:00+1,"AED 11,870 ",2024-06-05 
British Airways,LAX,IST,18h 55m,1 stop,economy,19:30,00:25+2,"AED 4,250",2024-05-31
Turkish Airlines,NRT,PAR,18h 55m,1 stop,economy,10:35,22:30,"AED 2,990 ",2024-06-22 
Qatar Airways,CMN,NRT,32h 35m,2 stops,business,14:10,06:45+2,"AED 11,440 ",2024-06-05 
Qatar Airways,CMN,NRT,32h 50m,2 stops,business,20:50,13:40+2,"AED 11,100 ",2024-06-21 
Royal Air Maroc,CMN,NRT,34h 25m,2 stops,economy,18:35,13:00+2,"AED 4,065",2024-05-31
Royal Air Maroc,PAR,CMN,3h 05m,direct,business,09:15,11:20,"AED 2,854 ",2024-06-06 
Egypt Air,CMN,IST,10h 15m,1 stop,economy,00:45,13:00,"AED 1,630 ",2024-06-22 
Turkish Airlines,LAX,IST,13h 20m,direct,business,19:25,18:45+1,"AED 17,320",2024-06-28
Air Algerie,PAR,IST,7h 50m,1 stop,business,15:30,00:20+1,"AED 3,588 ",2024-06-11 
Asiana Airlines,NRT,PAR,35h 45m,1 stop,business,13:20,18:05+1,"AED 7,610 ",2024-06-13 
XiamenAir,PAR,NRT,21h 50m,2 stops,business,12:20,17:10+1,"AED 7,122 ",2024-06-13 
United Airlines,NRT,LAX,19h 10m,1 stop,economy,17:05,20:15,"AED 2,200 ",2024-06-06 
Vietnam Airlines,NRT,PAR,28h 15m,1 stop,economy,09:30,06:45+1,"AED 1,640 ",2024-06-18 
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,13:25,17:20,AED 562,2024-06-17
Emirates,NRT,IST,25h 25m,1 stop,economy,22:30,17:55+1,"AED 2,301",2024-07-01
Multiple Airlines,LAX,PAR,17h 40m,2 stops,economy,05:55,08:35+1,"AED 3,190 ",2024-06-23 
Multiple Airlines,LAX,PAR,16h 52m,2 stops,business,11:48,13:40+1,"AED 8,247 ",2024-06-04 
Air Caraïbes,LAX,PAR,10h 50m,direct,economy,19:45,15:35+1,"AED 1,874 ",2024-06-17 
Air France,LAX,CMN,16h 00m,1 stop,business,21:00,21:00+1,"AED 15,640 ",2024-06-25 
Qatar Airways,PAR,NRT,19h 30m,1 stop,economy,16:25,18:55+1,"AED 3,410 ",2024-06-06 
Austrian Airlines,PAR,LAX,15h 00m,1 stop,business,07:05,13:05,"AED 20,540 ",2024-06-06 
LOT,IST,PAR,6h 10m,1 stop,economy,17:35,22:45,AED 770,2024-06-23
Air France,PAR,CMN,3h 05m,direct,economy,15:15,17:20,"AED 1,386 ",2024-06-25 
Qatar Airways,NRT,CMN,36h 00m,2 stops,business,10:20,14:20+1,"AED 12,520",2024-06-26
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,13:15,15:20,"AED 1,483",2024-07-01
British Airways,IST,CMN,18h 15m,2 stops,economy,19:55,12:10+1,"AED 2,211 ",2024-05-30 
Egypt Air,NRT,IST,27h 05m,1 stop,economy,20:30,17:35+1,"AED 2,666 ",2024-06-02 
Lufthansa,PAR,LAX,18h 25m,1 stop,business,07:30,16:55,"AED 13,475",2024-07-06
Turkish Airlines,IST,NRT,22h 20m,2 stops,business,15:25,19:45+1,"AED 10,910",2024-07-02
WestJet,NRT,LAX,19h 15m,1 stop,business,18:30,21:45,"AED 7,900 ",2024-06-13 
Asiana Airlines,IST,NRT,18h 35m,1 stop,business,17:40,18:15+1,"AED 10,520",2024-06-28
Lufthansa,LAX,IST,18h 00m,2 stops,economy,13:00,17:00+1,"AED 4,108 ",2024-05-29 
Egypt Air,IST,CMN,11h 45m,1 stop,economy,14:00,23:45,"AED 1,533",2024-05-31
Air Canada,CMN,LAX,22h 54m,2 stops,economy,01:15,16:09,"AED 2,920 ",2024-06-06 
Delta,LAX,IST,18h 50m,2 stops,business,11:15,16:05+1,"AED 26,043",2024-05-31
Qatar Airways,CMN,NRT,33h 30m,2 stops,economy,14:10,07:40+2,"AED 5,020",2024-06-30
Qatar Airways,NRT,IST,26h 05m,1 stop,economy,22:30,18:35+1,"AED 2,950",2024-07-07
WestJet,LAX,NRT,32h 15m,2 stops,business,16:10,16:25+2,"AED 6,370",2024-06-29
Lufthansa,CMN,LAX,26h 14m,2 stops,economy,01:15,19:29,"AED 3,130 ",2024-06-08 
Air France,LAX,IST,18h 45m,2 stops,economy,11:45,16:30+1,"AED 3,110",2024-07-01
Lufthansa,IST,CMN,8h 30m,1 stop,economy,17:55,00:25+1,"AED 2,037",2024-06-30
ANA,LAX,NRT,14h 35m,1 stop,economy,08:15,14:50+1,"AED 5,040",2024-07-05
Tunisair,CMN,IST,7h 20m,1 stop,economy,02:00,11:20,"AED 1,638 ",2024-06-23 
Air France,PAR,CMN,3h 10m,direct,business,12:40,14:50,"AED 3,653 ",2024-06-01 
Qatar Airways,NRT,CMN,23h 50m,1 stop,economy,22:30,14:20+1,"AED 4,150 ",2024-06-08 
Korean Air,IST,NRT,17h 45m,1 stop,business,21:20,21:05+1,"AED 10,530 ",2024-06-17 
Korean Air,NRT,IST,31h 20m,1 stop,business,18:20,19:40+1,"AED 7,970",2024-07-04
Delta,LAX,CMN,20h 35m,2 stops,business,10:15,14:50+1,"AED 22,765 ",2024-06-04 
Turkish Airlines,IST,CMN,4h 50m,direct,economy,18:10,21:00,"AED 1,890 ",2024-06-19 
Thai Airways,NRT,IST,24h 45m,1 stop,economy,10:50,05:35+1,"AED 2,564",2024-07-05
Emirates,NRT,CMN,22h 15m,1 stop,economy,22:30,12:45+1,"AED 2,839 ",2024-06-22 
Air Canada,CMN,LAX,23h 30m,2 stops,business,08:50,00:20+1,"AED 8,110 ",2024-06-20 
Turkish Airlines,IST,CMN,4h 55m,direct,economy,11:55,14:50,"AED 1,671 ",2024-06-18 
Delta,LAX,CMN,18h 50m,2 stops,economy,12:00,14:50+1,"AED 4,570",2024-07-02
Hawaiian Airlines,LAX,NRT,17h 00m,1 stop,economy,07:00,16:00+1,"AED 4,207 ",2024-06-07 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,19:50,21:55,"AED 1,016 ",2024-06-25 
Multiple Airlines,CMN,LAX,25h 42m,2 stops,business,01:15,18:57,"AED 8,008 ",2024-06-01 
Egypt Air,CMN,IST,11h 20m,1 stop,business,13:30,02:50+1,"AED 3,548",2024-07-07
Turkish Airlines,IST,PAR,3h 40m,direct,business,06:50,09:30,"AED 3,932",2024-06-29
Delta,LAX,CMN,19h 15m,2 stops,economy,06:00,09:15+1,"AED 5,157 ",2024-06-19 
WestJet,NRT,LAX,14h 45m,1 stop,business,18:30,17:15,"AED 10,550",2024-05-31
WestJet,NRT,LAX,17h 35m,2 stops,business,18:30,20:05,"AED 7,330 ",2024-06-24 
Delta,LAX,IST,18h 50m,2 stops,business,11:40,16:30+1,"AED 26,034 ",2024-06-04 
Qatar Airways,CMN,NRT,33h 30m,2 stops,economy,14:10,07:40+2,"AED 3,770 ",2024-06-23 
Multiple Airlines,PAR,LAX,18h 53m,2 stops,business,10:35,20:28,"AED 7,211 ",2024-06-11 
Delta,LAX,CMN,21h 10m,2 stops,business,09:40,14:50+1,"AED 14,099 ",2024-06-11 
Turkish Airlines,CMN,NRT,38h 40m,1 stop,business,10:15,08:55+2,"AED 10,120",2024-07-08
Delta,LAX,CMN,19h 00m,2 stops,economy,06:15,09:15+1,"AED 5,362 ",2024-06-06 
Royal Air Maroc,CMN,NRT,38h 40m,1 stop,business,10:15,08:55+2,"AED 10,330",2024-06-26
Multiple Airlines,IST,LAX,26h 11m,2 stops,business,06:10,22:21,"AED 7,490 ",2024-06-04 
JetBlue,LAX,PAR,13h 50m,1 stop,economy,10:25,09:15+1,"AED 4,010 ",2024-06-14 
WestJet,LAX,NRT,27h 25m,2 stops,business,21:00,16:25+2,"AED 14,070 ",2024-06-22 
ANA,LAX,NRT,11h 45m,direct,economy,12:45,16:30+1,"AED 5,040",2024-06-27
Air Algerie,PAR,IST,9h 20m,1 stop,business,14:00,00:20+1,"AED 3,608",2024-06-27
Egypt Air,CMN,IST,9h 50m,1 stop,business,01:10,13:00,"AED 4,028",2024-07-06
Air Canada,CMN,LAX,20h 50m,2 stops,business,08:50,21:40,"AED 8,110",2024-06-27
Asiana Airlines,NRT,LAX,18h 40m,1 stop,economy,13:20,16:00,"AED 2,140 ",2024-06-04 
Korean Air,NRT,IST,28h 45m,1 stop,economy,20:55,19:40+1,"AED 2,800 ",2024-06-23 
Qatar Airways,NRT,CMN,30h 15m,2 stops,economy,09:15,07:30+1,"AED 5,280 ",2024-06-22 
Turkish Airlines,NRT,IST,13h 10m,direct,economy,10:35,17:45,"AED 2,730 ",2024-06-05 
ANA,NRT,LAX,10h 00m,direct,economy,17:00,11:00,"AED 6,300 ",2024-06-21 
Korean Air,NRT,IST,28h 45m,1 stop,business,20:55,19:40+1,"AED 7,970",2024-07-06
Delta,LAX,CMN,18h 30m,1 stop,economy,18:30,21:00+1,"AED 5,254 ",2024-06-05 
Turkish Airlines,IST,LAX,16h 55m,1 stop,business,10:20,17:15,"AED 21,480",2024-06-30
Air Arabia Maroc,CMN,IST,8h 30m,1 stop,economy,06:35,17:05,"AED 1,092 ",2024-06-24 
Lufthansa,CMN,IST,9h 50m,1 stop,business,01:15,13:05,"AED 6,560",2024-07-05
Condor,LAX,IST,16h 20m,1 stop,economy,19:00,21:20+1,"AED 3,506 ",2024-06-11 
Cathay Pacific,NRT,CMN,30h 05m,2 stops,economy,17:15,15:20+1,"AED 3,527 ",2024-06-09 
Air Caraïbes,PAR,LAX,11h 40m,direct,economy,14:50,17:30,"AED 1,501 ",2024-06-09 
Aer Lingus,PAR,LAX,14h 10m,1 stop,business,13:20,18:30,"AED 11,520 ",2024-06-01 
Delta,LAX,CMN,17h 25m,2 stops,economy,13:25,14:50+1,"AED 5,362 ",2024-06-07 
Etihad Airways,NRT,IST,23h 35m,1 stop,business,17:30,11:05+1,"AED 8,205 ",2024-06-20 
Qatar Airways,NRT,CMN,36h 00m,2 stops,business,10:20,14:20+1,"AED 13,240",2024-07-06
Qatar Airways,IST,LAX,27h 45m,1 stop,economy,13:40,07:25+1,"AED 3,150",2024-06-29
Transavia France,PAR,IST,3h 45m,direct,economy,10:55,15:40,AED 473,2024-06-05
Lufthansa,CMN,LAX,19h 45m,1 stop,business,01:15,13:00,"AED 13,733",2024-06-29
Multiple Airlines,PAR,LAX,19h 00m,2 stops,business,10:35,20:35,"AED 14,033 ",2024-06-20 
Qatar Airways,NRT,CMN,29h 05m,2 stops,business,17:15,14:20+1,"AED 13,720 ",2024-06-10 
Turkish Airlines,NRT,CMN,36h 15m,1 stop,economy,10:35,14:50+1,"AED 4,060 ",2024-06-12 
Lufthansa,CMN,LAX,21h 15m,2 stops,business,01:15,14:30,"AED 8,390",2024-06-28
Air Algerie,IST,PAR,14h 40m,1 stop,business,05:00,18:40,"AED 2,055 ",2024-06-04 
Transavia France,IST,CMN,11h 10m,1 stop,economy,12:05,21:15,"AED 1,162",2024-06-26
Ethiopian Air,IST,NRT,48h 05m,3 stops,business,14:00,20:05+2,"AED 6,486 ",2024-06-12 
Delta,LAX,PAR,14h 10m,1 stop,business,13:05,12:15+1,"AED 26,484 ",2024-06-09 
Air Arabia Maroc,CMN,IST,8h 25m,1 stop,economy,06:00,16:25,"AED 1,468",2024-07-07
Aer Lingus,PAR,LAX,17h 20m,1 stop,business,10:10,18:30,"AED 11,520 ",2024-06-01 
EVA Air,NRT,PAR,25h 30m,1 stop,business,13:25,07:55+1,"AED 7,330 ",2024-06-12 
Etihad Airways,IST,NRT,16h 15m,1 stop,economy,14:45,13:00+1,"AED 3,675",2024-07-03
Turkish Airlines,PAR,IST,3h 40m,direct,business,14:10,18:50,"AED 4,870",2024-07-05
Delta,LAX,CMN,15h 30m,1 stop,economy,15:20,14:50+1,"AED 5,324 ",2024-06-22 
